#framerate (fps):	10.00

#Frame	PersID	x/m	y/m	z/m	Individual density(m^(-2))	Individual velocity(m/s)	Voronoi Polygon	Intersection Polygon
00072	 37	 -0.0700	 0.3800	 0.0000	 6.5263	 0.0447	(((-3055.454545, 5371.272727), (400.000000, 6148.750000), (1207.096141, 5523.250491), (1290.012642, 2289.506953), (5.177994, 1582.847896), (-2326.809453, 2196.528804), (-3072.328244, 5344.274809), (-3055.454545, 5371.272727)))	(((1220.512833, 4999.999498), (-2990.789397, 4999.999675), (-3072.328244, 5344.274809), (-3055.454545, 5371.272727), (400.000000, 6148.750000), (1207.096141, 5523.250491), (1220.512833, 4999.999498)))
00072	 43	 -0.0500	 1.2400	 0.0000	 5.0620	 0.1300	(((-3092.948377, 13342.602448), (90.734558, 15493.739566), (1744.537614, 14332.558697), (1565.729167, 10488.177083), (400.000000, 9753.260870), (-2172.358860, 10368.390162), (-3092.948377, 13342.602448)))	(((-640.000184, 14999.999875), (793.939282, 15000.000079), (1744.537614, 14332.558697), (1565.729167, 10488.177083), (400.000000, 9753.260870), (-2172.358860, 10368.390162), (-3092.948377, 13342.602448), (-640.000184, 14999.999875)))
00072	 21	 0.2400	 0.7800	 0.0000	 5.8676	 0.0800	(((400.000000, 9753.260870), (1565.729167, 10488.177083), (4103.883495, 9680.582524), (4788.423645, 6257.881773), (1207.096141, 5523.250491), (400.000000, 6148.750000), (400.000000, 9753.260870)))	(((400.000000, 9753.260870), (1565.729167, 10488.177083), (4103.883495, 9680.582524), (4788.423645, 6257.881773), (1207.096141, 5523.250491), (400.000000, 6148.750000), (400.000000, 9753.260870)))
00072	 32	 0.2800	 1.7100	 0.0000	 2.5469	 0.1020	(((4591.757188, 24240.415335), (6094.328462, 16044.572025), (5416.990291, 15082.038835), (1744.537614, 14332.558697), (90.734558, 15493.739566), (-413.794255, 18420.006680), (4591.757188, 24240.415335)))	(((793.940620, 14999.999139), (5000.000000, 15000.000000), (5000.000000, 14996.938512), (1744.537614, 14332.558697), (793.940620, 14999.999139)))
00072	 13	 0.3200	 0.3900	 0.0000	 6.3962	 0.0608	(((1207.096141, 5523.250491), (4788.423645, 6257.881773), (5149.565689, 6011.997828), (5612.716763, 3881.502890), (3472.493573, 1384.575835), (1290.012642, 2289.506953), (1207.096141, 5523.250491)))	(((5000.000147, 6113.829687), (5000.000000, 5000.000000), (1220.512824, 4999.999863), (1207.096141, 5523.250491), (4788.423645, 6257.881773), (5000.000147, 6113.829687)))
00072	 7	 0.3800	 1.2200	 0.0000	 5.1545	 0.0806	(((1744.537614, 14332.558697), (5416.990291, 15082.038835), (6360.000000, 11310.000000), (4103.883495, 9680.582524), (1565.729167, 10488.177083), (1744.537614, 14332.558697)))	(((5000.000000, 14996.938741), (5000.000326, 10327.778013), (4103.883495, 9680.582524), (1565.729167, 10488.177083), (1744.537614, 14332.558697), (5000.000000, 14996.938741)))
00072	 34	 0.6400	 0.8600	 0.0000	 5.8164	 0.0825	(((4103.883495, 9680.582524), (6360.000000, 11310.000000), (8426.614133, 10518.530757), (8648.652786, 7335.976730), (5149.565689, 6011.997828), (4788.423645, 6257.881773), (4103.883495, 9680.582524)))	(((4999.999673, 10327.777541), (4999.999456, 6113.830158), (4788.423645, 6257.881773), (4103.883495, 9680.582524), (4999.999673, 10327.777541)))
00073	 12	 -0.5500	 0.6700	 0.0000	 6.1327	 0.1000	(((-7966.300940, 6947.178683), (-6404.624277, 9133.526012), (-3912.003781, 8611.814745), (-3058.583691, 5283.476395), (-6809.587865, 4225.500859), (-7966.300940, 6947.178683)))	(((-5000.000118, 8839.534908), (-3912.003781, 8611.814745), (-3058.583691, 5283.476395), (-4063.635153, 5000.000342), (-5000.000000, 5000.000000), (-5000.000118, 8839.534908)))
00073	 25	 -0.4600	 1.1000	 0.0000	 5.3295	 0.0825	(((-7287.934668, 11292.729189), (-5263.228895, 13968.233246), (-2992.653277, 13241.649049), (-2076.182432, 10280.743243), (-3912.003781, 8611.814745), (-6404.624277, 9133.526012), (-7287.934668, 11292.729189)))	(((-4999.999229, 13883.999753), (-2992.653277, 13241.649049), (-2076.182432, 10280.743243), (-3912.003781, 8611.814745), (-5000.000140, 8839.534913), (-4999.999229, 13883.999753)))
00073	 17	 -0.4400	 0.2800	 0.0000	 6.5549	 0.1077	(((-3058.583691, 5283.476395), (-2969.565217, 5232.608696), (-2245.562357, 2175.707728), (-4501.851007, 0.000814), (-5203.030169, -0.000340), (-6839.920806, 4155.183585), (-6809.587865, 4225.500859), (-3058.583691, 5283.476395)))	(((-2914.473686, 5000.000006), (-4063.637212, 4999.999761), (-3058.583691, 5283.476395), (-2969.565217, 5232.608696), (-2914.473686, 5000.000006)))
00073	 6	 -0.3000	 1.6000	 0.0000	 4.0570	 0.1503	(((-6100.716332, 15985.816619), (-4356.863111, 18956.825811), (-465.080177, 18295.957011), (46.918531, 15377.564373), (-2992.653277, 13241.649049), (-5263.228895, 13968.233246), (-6100.716332, 15985.816619)))	(((-4999.999821, 13883.999943), (-5000.000000, 15000.000000), (-490.384565, 15000.000035), (-2992.653277, 13241.649049), (-4999.999821, 13883.999943)))
00073	 31	 -0.1600	 0.7700	 0.0000	 6.1118	 0.1005	(((-3912.003781, 8611.814745), (-2076.182432, 10280.743243), (301.010101, 9660.606061), (392.993631, 6073.248408), (-2969.565217, 5232.608696), (-3058.583691, 5283.476395), (-3912.003781, 8611.814745)))	(((-3912.003781, 8611.814745), (-2076.182432, 10280.743243), (301.010101, 9660.606061), (392.993631, 6073.248408), (-2969.565217, 5232.608696), (-3058.583691, 5283.476395), (-3912.003781, 8611.814745)))
00073	 37	 -0.0600	 0.3700	 0.0000	 6.6730	 0.0361	(((-2969.565217, 5232.608696), (392.993631, 6073.248408), (1254.905167, 5463.603663), (1340.019960, 2229.241517), (0.497512, 1507.960199), (-2245.562357, 2175.707728), (-2969.565217, 5232.608696)))	(((1267.105284, 4999.999200), (-2914.473388, 4999.998748), (-2969.565217, 5232.608696), (392.993631, 6073.248408), (1254.905167, 5463.603663), (1267.105284, 4999.999200)))
00073	 43	 -0.0400	 1.2300	 0.0000	 5.0943	 0.1342	(((-2992.653277, 13241.649049), (46.918531, 15377.564373), (1795.906433, 14223.976608), (1709.433962, 10505.660377), (301.010101, 9660.606061), (-2076.182432, 10280.743243), (-2992.653277, 13241.649049)))	(((-490.384630, 14999.999989), (619.354548, 15000.000192), (1795.906433, 14223.976608), (1709.433962, 10505.660377), (301.010101, 9660.606061), (-2076.182432, 10280.743243), (-2992.653277, 13241.649049), (-490.384630, 14999.999989)))
00073	 21	 0.2300	 0.7800	 0.0000	 5.8923	 0.0700	(((301.010101, 9660.606061), (1709.433962, 10505.660377), (4035.800971, 9659.708738), (4636.951293, 6224.564041), (1254.905167, 5463.603663), (392.993631, 6073.248408), (301.010101, 9660.606061)))	(((301.010101, 9660.606061), (1709.433962, 10505.660377), (4035.800971, 9659.708738), (4636.951293, 6224.564041), (1254.905167, 5463.603663), (392.993631, 6073.248408), (301.010101, 9660.606061)))
00073	 32	 0.2700	 1.7000	 0.0000	 2.6495	 0.1170	(((4563.655950, 23909.429897), (5945.503212, 15756.531049), (5540.860215, 15160.215054), (1795.906433, 14223.976608), (46.918531, 15377.564373), (-465.080177, 18295.957011), (4563.655950, 23909.429897)))	(((4899.998033, 14999.999508), (1795.906433, 14223.976608), (619.356051, 14999.999201), (4899.998033, 14999.999508)))
00073	 13	 0.3200	 0.3800	 0.0000	 6.4186	 0.0632	(((1254.905167, 5463.603663), (4636.951293, 6224.564041), (5197.858672, 5854.603854), (5648.992081, 3927.033837), (3500.231635, 1311.151555), (1340.019960, 2229.241517), (1254.905167, 5463.603663)))	(((4999.999916, 5985.106439), (5000.000000, 5000.000000), (1267.105257, 5000.000237), (1254.905167, 5463.603663), (4636.951293, 6224.564041), (4999.999916, 5985.106439)))
00073	 7	 0.3900	 1.2200	 0.0000	 5.1577	 0.0806	(((1795.906433, 14223.976608), (5540.860215, 15160.215054), (6436.991435, 11217.237687), (4035.800971, 9659.708738), (1709.433962, 10505.660377), (1795.906433, 14223.976608)))	(((4899.999489, 14999.999872), (5000.000000, 15000.000000), (4999.999810, 10285.135012), (4035.800971, 9659.708738), (1709.433962, 10505.660377), (1795.906433, 14223.976608), (4899.999489, 14999.999872)))
00073	 34	 0.6300	 0.8500	 0.0000	 5.7675	 0.0608	(((4035.800971, 9659.708738), (6436.991435, 11217.237687), (8344.969819, 10405.331992), (8620.388350, 7375.728155), (5197.858672, 5854.603854), (4636.951293, 6224.564041), (4035.800971, 9659.708738)))	(((4999.999772, 10285.134987), (5000.000354, 5985.106150), (4636.951293, 6224.564041), (4035.800971, 9659.708738), (4999.999772, 10285.134987)))
00074	 12	 -0.5500	 0.6600	 0.0000	 6.1052	 0.1005	(((-7990.244648, 6903.516820), (-6407.504313, 9034.128810), (-3912.003781, 8511.814745), (-3058.583691, 5183.476395), (-6788.689218, 4131.395349), (-6817.346939, 4143.757503), (-7990.244648, 6903.516820)))	(((-5000.000117, 8739.534908), (-3912.003781, 8511.814745), (-3058.583691, 5183.476395), (-3709.087440, 5000.000978), (-5000.000000, 5000.000000), (-5000.000117, 8739.534908)))
00074	 25	 -0.4600	 1.0900	 0.0000	 5.3897	 0.0825	(((-7257.200430, 11233.342289), (-5315.830721, 13798.723690), (-2974.154589, 13081.884058), (-2076.182432, 10180.743243), (-3912.003781, 8511.814745), (-6407.504313, 9034.128810), (-7257.200430, 11233.342289)))	(((-4999.999719, 13702.040730), (-2974.154589, 13081.884058), (-2076.182432, 10180.743243), (-3912.003781, 8511.814745), (-4999.999111, 8739.534698), (-4999.999719, 13702.040730)))
00074	 17	 -0.4400	 0.2700	 0.0000	 6.6197	 0.1044	(((-3058.583691, 5183.476395), (-3015.486726, 5158.849558), (-2212.518741, 2107.571214), (-4398.150390, -0.002161), (-5286.362758, -0.002416), (-6788.689218, 4131.395349), (-3058.583691, 5183.476395)))	(((-2973.684455, 5000.000931), (-3709.086947, 5000.001117), (-3058.583691, 5183.476395), (-3015.486726, 5158.849558), (-2973.684455, 5000.000931)))
00074	 6	 -0.3100	 1.5800	 0.0000	 4.0759	 0.1603	(((-6185.833673, 15953.016714), (-4312.239297, 18860.318332), (-512.950374, 18000.101971), (-2.830189, 15310.377358), (-2974.154589, 13081.884058), (-5315.830721, 13798.723690), (-6185.833673, 15953.016714)))	(((-5000.000026, 13702.040824), (-5000.000000, 15000.000000), (-416.666442, 15000.000168), (-2974.154589, 13081.884058), (-5000.000026, 13702.040824)))
00074	 31	 -0.1600	 0.7600	 0.0000	 6.1740	 0.0900	(((-3912.003781, 8511.814745), (-2076.182432, 10180.743243), (301.010101, 9560.606061), (391.476159, 6032.429784), (-3015.486726, 5158.849558), (-3058.583691, 5183.476395), (-3912.003781, 8511.814745)))	(((-3912.003781, 8511.814745), (-2076.182432, 10180.743243), (301.010101, 9560.606061), (391.476159, 6032.429784), (-3015.486726, 5158.849558), (-3058.583691, 5183.476395), (-3912.003781, 8511.814745)))
00074	 37	 -0.0600	 0.3700	 0.0000	 6.6876	 0.0361	(((-3015.486726, 5158.849558), (391.476159, 6032.429784), (1256.438632, 5405.331992), (1340.019960, 2229.241517), (-49.022005, 1481.295844), (-2212.518741, 2107.571214), (-3015.486726, 5158.849558)))	(((1267.105275, 4999.999568), (-2973.684095, 4999.999559), (-3015.486726, 5158.849558), (391.476159, 6032.429784), (1256.438632, 5405.331992), (1267.105275, 4999.999568)))
00074	 43	 -0.0400	 1.2200	 0.0000	 5.0486	 0.1300	(((-2974.154589, 13081.884058), (-2.830189, 15310.377358), (1844.140067, 14092.162935), (1761.059908, 10436.635945), (301.010101, 9560.606061), (-2076.182432, 10180.743243), (-2974.154589, 13081.884058)))	(((-416.666711, 14999.999967), (467.741873, 15000.000041), (1844.140067, 14092.162935), (1761.059908, 10436.635945), (301.010101, 9560.606061), (-2076.182432, 10180.743243), (-2974.154589, 13081.884058), (-416.666711, 14999.999967)))
00074	 21	 0.2300	 0.7700	 0.0000	 5.9486	 0.0707	(((301.010101, 9560.606061), (1761.059908, 10436.635945), (4036.166971, 9557.617307), (4626.709797, 6183.086876), (1256.438632, 5405.331992), (391.476159, 6032.429784), (301.010101, 9560.606061)))	(((301.010101, 9560.606061), (1761.059908, 10436.635945), (4036.166971, 9557.617307), (4626.709797, 6183.086876), (1256.438632, 5405.331992), (391.476159, 6032.429784), (301.010101, 9560.606061)))
00074	 32	 0.2700	 1.6900	 0.0000	 2.7370	 0.1170	(((4541.988950, 23536.464088), (5927.330508, 15501.483051), (5672.476447, 15129.004038), (1844.140067, 14092.162935), (-2.830189, 15310.377358), (-512.950374, 18000.101971), (4541.988950, 23536.464088)))	(((467.741233, 15000.000464), (5000.000000, 15000.000000), (5000.000000, 14946.874751), (1844.140067, 14092.162935), (467.741233, 15000.000464)))
00074	 13	 0.3200	 0.3800	 0.0000	 6.5000	 0.0632	(((1256.438632, 5405.331992), (4626.709797, 6183.086876), (5213.536518, 5787.616694), (5648.992081, 3927.033837), (3500.231635, 1311.151555), (1340.019960, 2229.241517), (1256.438632, 5405.331992)))	(((5000.000101, 5931.521671), (5000.000000, 5000.000000), (1267.105275, 4999.999547), (1256.438632, 5405.331992), (4626.709797, 6183.086876), (5000.000101, 5931.521671)))
00074	 7	 0.4000	 1.2100	 0.0000	 5.0971	 0.0854	(((1844.140067, 14092.162935), (5672.476447, 15129.004038), (6498.937330, 11088.528610), (4036.166971, 9557.617307), (1761.059908, 10436.635945), (1844.140067, 14092.162935)))	(((5000.000000, 14946.875378), (5000.000400, 10156.757005), (4036.166971, 9557.617307), (1761.059908, 10436.635945), (1844.140067, 14092.162935), (5000.000000, 14946.875378)))
00074	 34	 0.6300	 0.8400	 0.0000	 5.8295	 0.0500	(((4036.166971, 9557.617307), (6498.937330, 11088.528610), (8374.173028, 10232.442748), (8691.389728, 7377.492447), (5213.536518, 5787.616694), (4626.709797, 6183.086876), (4036.166971, 9557.617307)))	(((5000.000042, 10156.756783), (4999.999778, 5931.521889), (4626.709797, 6183.086876), (4036.166971, 9557.617307), (5000.000042, 10156.756783)))
00075	 12	 -0.5500	 0.6500	 0.0000	 6.1224	 0.1005	(((-7958.500000, 6846.250000), (-6407.504313, 8934.128810), (-3912.003781, 8411.814745), (-3058.849558, 5084.513274), (-3059.606987, 5083.187773), (-6717.187500, 4051.562500), (-6866.990291, 4117.475728), (-7958.500000, 6846.250000)))	(((-5000.000127, 8639.534910), (-3912.003781, 8411.814745), (-3058.849558, 5084.513274), (-3059.606987, 5083.187773), (-3354.545528, 4999.999979), (-5000.000000, 5000.000000), (-5000.000127, 8639.534910)))
00075	 25	 -0.4600	 1.0800	 0.0000	 5.3239	 0.0906	(((-7279.658793, 11191.469816), (-5314.768683, 13698.398577), (-2906.903766, 12961.297071), (-2044.693201, 10109.369818), (-3912.003781, 8411.814745), (-6407.504313, 8934.128810), (-7279.658793, 11191.469816)))	(((-5000.000863, 13602.041081), (-2906.903766, 12961.297071), (-2044.693201, 10109.369818), (-3912.003781, 8411.814745), (-5000.000327, 8639.534952), (-5000.000863, 13602.041081)))
00075	 17	 -0.4400	 0.2600	 0.0000	 6.7304	 0.0922	(((-3059.606987, 5083.187773), (-2196.938776, 2103.061224), (-4300.001298, -0.001298), (-5366.666780, 0.000340), (-6717.187500, 4051.562500), (-3059.606987, 5083.187773)))	(((-3035.526417, 5000.000350), (-3354.544179, 5000.000360), (-3059.606987, 5083.187773), (-3035.526417, 5000.000350)))
00075	 6	 -0.3100	 1.5700	 0.0000	 4.1271	 0.1503	(((-6170.491803, 15923.278689), (-4244.174757, 18748.543689), (-554.147465, 17826.036866), (-44.915254, 15187.288136), (-2906.903766, 12961.297071), (-5314.768683, 13698.398577), (-6170.491803, 15923.278689)))	(((-4999.999807, 13602.040757), (-5000.000000, 15000.000000), (-285.713521, 15000.000594), (-2906.903766, 12961.297071), (-4999.999807, 13602.040757)))
00075	 31	 -0.1600	 0.7500	 0.0000	 6.2275	 0.0806	(((-3912.003781, 8411.814745), (-2044.693201, 10109.369818), (301.375632, 9446.350365), (389.946381, 5992.091153), (-3058.849558, 5084.513274), (-3912.003781, 8411.814745)))	(((-3912.003781, 8411.814745), (-2044.693201, 10109.369818), (301.375632, 9446.350365), (389.946381, 5992.091153), (-3058.849558, 5084.513274), (-3912.003781, 8411.814745)))
00075	 37	 -0.0600	 0.3700	 0.0000	 6.7512	 0.0316	(((-3058.849558, 5084.513274), (389.946381, 5992.091153), (1300.000000, 5315.384615), (1300.000000, 2207.692308), (-49.022005, 1481.295844), (-2196.938776, 2103.061224), (-3059.606987, 5083.187773), (-3058.849558, 5084.513274)))	(((1300.000000, 4999.999575), (-3035.526301, 4999.999948), (-3059.606987, 5083.187773), (-3058.849558, 5084.513274), (389.946381, 5992.091153), (1300.000000, 5315.384615), (1300.000000, 4999.999575)))
00075	 43	 -0.0300	 1.2100	 0.0000	 5.0648	 0.1342	(((-2906.903766, 12961.297071), (-44.915254, 15187.288136), (1850.000000, 14018.085106), (1850.000000, 10341.111111), (301.375632, 9446.350365), (-2044.693201, 10109.369818), (-2906.903766, 12961.297071)))	(((-285.714377, 14999.999929), (258.620873, 14999.999887), (1850.000000, 14018.085106), (1850.000000, 10341.111111), (301.375632, 9446.350365), (-2044.693201, 10109.369818), (-2906.903766, 12961.297071), (-285.714377, 14999.999929)))
00075	 21	 0.2300	 0.7600	 0.0000	 5.9267	 0.0632	(((301.375632, 9446.350365), (1850.000000, 10341.111111), (3993.750000, 9531.250000), (4680.882353, 6095.588235), (1300.000000, 5315.384615), (389.946381, 5992.091153), (301.375632, 9446.350365)))	(((301.375632, 9446.350365), (1850.000000, 10341.111111), (3993.750000, 9531.250000), (4680.882353, 6095.588235), (1300.000000, 5315.384615), (389.946381, 5992.091153), (301.375632, 9446.350365)))
00075	 32	 0.2600	 1.6800	 0.0000	 2.8799	 0.1208	(((4421.011883, 23165.232265), (5818.393047, 15200.159631), (1850.000000, 14018.085106), (-44.915254, 15187.288136), (-554.147465, 17826.036866), (4421.011883, 23165.232265)))	(((258.621326, 14999.999607), (5000.000000, 15000.000000), (5000.000000, 14956.382896), (1850.000000, 14018.085106), (258.621326, 14999.999607)))
00075	 13	 0.3200	 0.3700	 0.0000	 6.5223	 0.0632	(((1300.000000, 2207.692308), (1300.000000, 5315.384615), (4680.882353, 6095.588235), (5174.714208, 5769.869352), (5648.118669, 3915.701881), (3593.853821, 1207.807309), (1300.000000, 2207.692308)))	(((4999.999679, 5885.106595), (5000.000000, 5000.000000), (1300.000000, 4999.999799), (1300.000000, 5315.384615), (4680.882353, 6095.588235), (4999.999679, 5885.106595)))
00075	 7	 0.4000	 1.2100	 0.0000	 5.0224	 0.0825	(((1850.000000, 10341.111111), (1850.000000, 14018.085106), (5818.393047, 15200.159631), (5832.221247, 15189.727831), (6540.933192, 11114.634146), (3993.750000, 9531.250000), (1850.000000, 10341.111111)))	(((5000.000000, 14956.382933), (4999.999717, 10156.756581), (3993.750000, 9531.250000), (1850.000000, 10341.111111), (1850.000000, 14018.085106), (5000.000000, 14956.382933)))
00075	 34	 0.6300	 0.8400	 0.0000	 5.8197	 0.0412	(((3993.750000, 9531.250000), (6540.933192, 11114.634146), (8411.458872, 10158.587688), (8659.945088, 7363.117755), (5174.714208, 5769.869352), (4680.882353, 6095.588235), (3993.750000, 9531.250000)))	(((5000.000052, 10156.756789), (4999.999767, 5885.106537), (4680.882353, 6095.588235), (3993.750000, 9531.250000), (5000.000052, 10156.756789)))
00076	 12	 -0.5500	 0.6400	 0.0000	 6.1826	 0.1020	(((-7912.571977, 6852.687140), (-6348.826979, 8821.847507), (-3935.487959, 8316.730038), (-3016.523605, 5058.583691), (-3059.606987, 4983.187773), (-6647.351467, 3971.259843), (-6837.096774, 4056.451613), (-7912.571977, 6852.687140)))	(((-4999.999816, 8539.534845), (-3935.487959, 8316.730038), (-3016.523605, 5058.583691), (-3049.999844, 5000.000273), (-5000.000000, 5000.000000), (-4999.999816, 8539.534845)))
00076	 25	 -0.4600	 1.0700	 0.0000	 5.4724	 0.0906	(((-7212.095447, 11141.881514), (-5275.797503, 13545.561720), (-2888.202247, 12799.438202), (-2063.533409, 10071.687429), (-3935.487959, 8316.730038), (-6348.826979, 8821.847507), (-7212.095447, 11141.881514)))	(((-5000.000258, 13459.375081), (-2888.202247, 12799.438202), (-2063.533409, 10071.687429), (-3935.487959, 8316.730038), (-5000.000595, 8539.535008), (-5000.000258, 13459.375081)))
00076	 6	 -0.3100	 1.5500	 0.0000	 4.1690	 0.1603	(((-6138.167149, 15860.343401), (-4186.905194, 18629.876498), (-562.500000, 17584.375000), (-35.585586, 15081.531532), (-2888.202247, 12799.438202), (-5275.797503, 13545.561720), (-6138.167149, 15860.343401)))	(((-4999.999151, 13459.374735), (-5000.000000, 15000.000000), (-137.499785, 15000.000172), (-2888.202247, 12799.438202), (-4999.999151, 13459.374735)))
00076	 31	 -0.1600	 0.7500	 0.0000	 6.2343	 0.0707	(((-3935.487959, 8316.730038), (-2063.533409, 10071.687429), (302.870264, 9388.059701), (391.476159, 5932.429784), (-3016.523605, 5058.583691), (-3935.487959, 8316.730038)))	(((-3935.487959, 8316.730038), (-2063.533409, 10071.687429), (302.870264, 9388.059701), (391.476159, 5932.429784), (-3016.523605, 5058.583691), (-3935.487959, 8316.730038)))
00076	 37	 -0.0600	 0.3600	 0.0000	 6.6999	 0.0224	(((-3016.523605, 5058.583691), (391.476159, 5932.429784), (1300.000000, 5273.750000), (1300.000000, 2107.692308), (0.497512, 1407.960199), (-2215.369650, 2066.731518), (-3059.606987, 4983.187773), (-3016.523605, 5058.583691)))	(((1300.000000, 4999.999946), (-3049.999949, 5000.000090), (-3016.523605, 5058.583691), (391.476159, 5932.429784), (1300.000000, 5273.750000), (1300.000000, 4999.999946)))
00076	 43	 -0.0300	 1.2000	 0.0000	 5.1036	 0.1432	(((-2888.202247, 12799.438202), (-35.585586, 15081.531532), (1857.650809, 13913.364394), (1938.532110, 10354.587156), (302.870264, 9388.059701), (-2063.533409, 10071.687429), (-2888.202247, 12799.438202)))	(((-137.499674, 15000.000261), (96.551245, 15000.000296), (1857.650809, 13913.364394), (1938.532110, 10354.587156), (302.870264, 9388.059701), (-2063.533409, 10071.687429), (-2888.202247, 12799.438202), (-137.499674, 15000.000261)))
00076	 21	 0.2300	 0.7600	 0.0000	 5.8767	 0.0671	(((302.870264, 9388.059701), (1938.532110, 10354.587156), (4025.268817, 9519.892473), (4636.951293, 6024.564041), (1300.000000, 5273.750000), (391.476159, 5932.429784), (302.870264, 9388.059701)))	(((302.870264, 9388.059701), (1938.532110, 10354.587156), (4025.268817, 9519.892473), (4636.951293, 6024.564041), (1300.000000, 5273.750000), (391.476159, 5932.429784), (302.870264, 9388.059701)))
00076	 32	 0.2600	 1.6700	 0.0000	 3.0130	 0.1253	(((4400.751880, 22795.789474), (5759.684519, 15185.766691), (1857.650809, 13913.364394), (-35.585586, 15081.531532), (-562.500000, 17584.375000), (4400.751880, 22795.789474)))	(((96.552516, 14999.999512), (5000.000000, 15000.000000), (5000.000000, 14938.043555), (1857.650809, 13913.364394), (96.552516, 14999.999512)))
00076	 13	 0.3200	 0.3600	 0.0000	 6.4553	 0.0539	(((1300.000000, 2107.692308), (1300.000000, 5273.750000), (4636.951293, 6024.564041), (5224.311927, 5637.155963), (5676.498195, 3967.545126), (3602.822581, 1103.897849), (1300.000000, 2107.692308)))	(((4999.999609, 5785.106641), (5000.000000, 5000.000000), (1300.000000, 5000.000055), (1300.000000, 5273.750000), (4636.951293, 6024.564041), (4999.999609, 5785.106641)))
00076	 7	 0.4100	 1.2100	 0.0000	 4.9706	 0.0922	(((1938.532110, 10354.587156), (1857.650809, 13913.364394), (5759.684519, 15185.766691), (6011.773700, 15001.201398), (6617.507886, 11020.662461), (4025.268817, 9519.892473), (1938.532110, 10354.587156)))	(((5000.000000, 14938.043562), (5000.000454, 10084.210789), (4025.268817, 9519.892473), (1938.532110, 10354.587156), (1857.650809, 13913.364394), (5000.000000, 14938.043562)))
00076	 34	 0.6300	 0.8300	 0.0000	 5.8164	 0.0283	(((4025.268817, 9519.892473), (6617.507886, 11020.662461), (8379.921260, 10080.708661), (8681.578947, 7365.789474), (5224.311927, 5637.155963), (4636.951293, 6024.564041), (4025.268817, 9519.892473)))	(((4999.999714, 10084.210361), (5000.000222, 5785.106237), (4636.951293, 6024.564041), (4025.268817, 9519.892473), (4999.999714, 10084.210361)))
00077	 12	 -0.5500	 0.6300	 0.0000	 6.2451	 0.1020	(((-7899.107143, 6851.084184), (-6357.059510, 8723.570595), (-3935.487959, 8216.730038), (-3026.256281, 4993.090452), (-3050.000000, 4950.000000), (-6629.912023, 3913.709677), (-6886.956522, 4031.521739), (-7899.107143, 6851.084184)))	(((-5000.000190, 8439.534924), (-3935.487959, 8216.730038), (-3028.205165, 5000.000129), (-5000.000000, 5000.000000), (-5000.000190, 8439.534924)))
00077	 25	 -0.4600	 1.0600	 0.0000	 5.3935	 0.0922	(((-7208.536585, 11164.471545), (-5342.183288, 13466.307278), (-2801.552795, 12672.360248), (-2064.705882, 9970.588235), (-3935.487959, 8216.730038), (-6357.059510, 8723.570595), (-7208.536585, 11164.471545)))	(((-5000.000241, 13359.375075), (-2801.552795, 12672.360248), (-2064.705882, 9970.588235), (-3935.487959, 8216.730038), (-5000.000834, 8439.535058), (-5000.000241, 13359.375075)))
00077	 6	 -0.3100	 1.5400	 0.0000	 4.1675	 0.1503	(((-6147.785070, 15793.601313), (-4118.465804, 18520.499076), (-603.828829, 17417.867868), (-60.152284, 14880.710660), (-2801.552795, 12672.360248), (-5342.183288, 13466.307278), (-6147.785070, 15793.601313)))	(((-4999.999584, 13359.374870), (-5000.000000, 15000.000000), (-85.714258, 14999.999870), (-60.152284, 14880.710660), (-2801.552795, 12672.360248), (-4999.999584, 13359.374870)))
00077	 31	 -0.1600	 0.7400	 0.0000	 6.2677	 0.0539	(((-3935.487959, 8216.730038), (-2064.705882, 9970.588235), (356.242841, 9200.286369), (438.627451, 5904.901961), (-3026.256281, 4993.090452), (-3935.487959, 8216.730038)))	(((-2999.998632, 5000.000360), (-3028.205230, 5000.000362), (-3935.487959, 8216.730038), (-2064.705882, 9970.588235), (356.242841, 9200.286369), (438.627451, 5904.901961), (-2999.998632, 5000.000360)))
00077	 37	 -0.0600	 0.3600	 0.0000	 6.7857	 0.0224	(((-3026.256281, 4993.090452), (438.627451, 5904.901961), (1300.000000, 5242.307692), (1300.000000, 2107.692308), (0.497512, 1407.960199), (-2215.369650, 2066.731518), (-3050.000000, 4950.000000), (-3026.256281, 4993.090452)))	(((-3000.002195, 4999.999422), (438.627451, 5904.901961), (1300.000000, 5242.307692), (1300.000000, 4999.999276), (-3000.002195, 4999.999422)))
00077	 43	 -0.0200	 1.1800	 0.0000	 5.0680	 0.1389	(((-2801.552795, 12672.360248), (-60.152284, 14880.710660), (1874.372230, 13792.540620), (2114.974619, 10263.705584), (356.242841, 9200.286369), (-2064.705882, 9970.588235), (-2801.552795, 12672.360248)))	(((-2801.552795, 12672.360248), (-60.152284, 14880.710660), (1874.372230, 13792.540620), (2114.974619, 10263.705584), (356.242841, 9200.286369), (-2064.705882, 9970.588235), (-2801.552795, 12672.360248)))
